image,source
f4a284d0-9bb7-4910-8a62-a7bfd0ec29b6.png,2.0
d523331c-5485-4900-9fea-07ae79894f80.png,0.0
a565352e-be96-4a93-a3a8-cbc2bfcce7fd.png,0.0
dd572acd-cfab-4d1f-885d-94451c77f9fd.png,5.0
34f23788-507f-4e5d-b0a5-5be62053f6db.png,3.0
498f6a88-cef8-4fae-a300-8fc443c10c9c.png,0.0
bb82705b-74b2-4c6a-bfe8-d5bb387bacb4.png,0.0
4a1095b9-6356-4bd5-8582-fbb8ccaac6a6.png,0.0
eb01ac32-8f82-4438-81f8-d658d0d04cec.png,0.0
24b73998-3e90-492e-a5e4-35fecaeba100.png,0.0
f4b695fd-8254-4cdb-b00b-3a9d5ec0405a.png,6.0
b1e80b73-c127-467d-81a7-87fc5dce60ad.png,6.0
34ccd79b-06d0-4a74-b76c-3d7ec511c559.png,0.0
9a333ba9-b5ad-4d1b-80fa-232272cd9e95.png,0.0
c664066c-370a-4210-ac0f-0c69f4e7c403.png,6.0
116e5d6a-a4d5-4954-9960-74b761d2c008.png,2.0
ae8c0b9b-77c8-4bd8-adac-c639652d2fa3.png,0.0
5c7c6811-44ac-430a-bbdb-9c05000abcab.png,1.0
10fe29b7-ef0d-4f81-b1be-2e3ab167acf3.png,5.0
e5dcd6ff-696e-4347-9d99-d9063c41f5f7.png,0.0
19b739ef-120b-4907-afb8-bd4eea9f8caa.png,6.0
e8c0988d-7418-4535-ab05-5aaa49e06a21.png,2.0
c77ef6a2-e256-41b7-9e9c-d0817de11212.png,4.0
065c0bd7-e751-49f4-8efa-4fbf86e22ef6.png,0.0
83082e4c-9a6e-4653-97ed-b12a33b23e2f.png,5.0
a14f86e7-a030-4305-8a44-e35bf18db5bd.png,5.0
97f58df5-1fcc-426c-8ba1-8b4acced5136.png,0.0
c774449d-26e3-42cd-a83d-dc4c1fe51cf6.png,0.0
a4aa58e8-a149-4338-b097-e8b2b1a5f1aa.png,0.0
6640f5af-3b8b-45b5-a3ae-bb21b7e3f4a2.png,0.0
11355c19-f64b-4cfa-8fd6-e09bd48e6500.png,3.0
dd7ee532-fa0e-4d4a-9364-cb3f2c6004fb.png,6.0
272e9918-aa1a-4f79-8554-00c75cda6bbc.png,3.0
57ad04a9-e6cb-432b-a82c-668e10a151ff.png,6.0
64636846-60db-4e64-b8de-0fed9267cd98.png,5.0
f98837bd-aaf2-4f2a-b022-f240a4ee8442.png,5.0
900a7cfa-3400-4633-beb6-0b7e65ccd4b3.png,5.0
9cbdc5d5-95a3-48f7-87e9-cfc37af676d2.png,3.0
f8a77f36-0e5f-43d9-95b2-183b403f7242.png,1.0
83dce330-1910-48c0-8a1c-a48af71e5986.png,5.0
7a9c18f3-b64e-4655-8f14-993f5126480e.png,1.0
50c3127d-68d2-4ea2-950f-20de4ae3115d.png,1.0
394660da-7e73-454c-857f-03f4edac78f5.png,0.0
5adcb9ec-9c24-4db6-95c9-54f765122b4c.png,5.0
913a82f8-698a-4a41-9184-33ec135bf744.png,5.0
163d50c1-ca3e-4e66-89d3-9ca8c6c0fd1e.png,5.0
e1440617-8090-4a53-82b3-422affd26872.png,6.0
67f9df63-1dbf-4a21-845f-55745ae1364f.png,0.0
0e55ec66-4b7c-4b38-a814-5e06b290ea88.png,0.0
4537a7d6-09ba-4a12-9b25-875d81bafc11.png,0.0
ac9dfbb6-079d-479c-b5fa-2b1c4ac7720c.png,2.0
09a9e815-bcb5-4257-9d57-4fe65fe10165.png,1.0
c540133b-2521-404a-b917-40e8678478e7.png,5.0
f7656629-74b8-4c1d-a983-180fbd5df15c.png,5.0
3c1ae693-1bfb-495e-a91e-f3a9759dbbb5.png,0.0
6479e5cb-ec4d-4d42-9032-a1c85a8f54a5.png,0.0
2261649d-2f28-4279-8a84-1d63be2c7d30.png,2.0
a42e06ac-5779-4461-ad75-24f365d762e5.png,6.0
efc1c33b-199b-4043-9798-2b8119d40b81.png,0.0
3cd823c7-11e3-457c-b617-1e395bdd208c.png,0.0
59ed38ac-4bd8-418b-952a-dddf7a651372.png,0.0
cd8ed168-514f-4a05-8438-74d5e7b9f79c.png,1.0
aa707b45-4d56-4c15-8146-8c611d383f7e.png,1.0
e29d9953-db55-44b8-9863-2a072c36ac17.png,5.0
c6c28ecf-dac5-441b-ba37-8e7f899090c1.png,5.0
736b2df0-f8a7-42f4-a547-0e0d0a7a8fb5.png,0.0
5572dff5-429a-4237-b75a-2938e8da513d.png,0.0
76aa3e10-323a-481c-bda8-e7cadf729370.png,0.0
60145d9e-c4b7-4062-a180-ae97b7bd8d14.png,0.0
65101fdb-1c5a-4c24-8764-fbaf693340d1.png,1.0
ff7a0a90-233e-44de-8397-8e5b77d8cd70.png,3.0
f90f4455-208a-414a-ac13-751a5f7b8a18.png,0.0
2f500db0-3c0d-443e-9e8e-0d109f4f7571.png,0.0
122ea038-b2a5-44ad-81a8-110a5955a804.png,0.0
3a7c8172-f44a-43ea-b4b4-27886ecb3baf.png,0.0
598c307c-1113-4bb7-87de-209b8d00781f.png,0.0
31fa0d28-9163-4d86-b117-7cfbab8ed026.png,0.0
1a0704b8-a08f-4f5e-a37e-610563ebce4d.png,2.0
fc351a62-e6e4-4874-9020-81c60cf8acd7.png,0.0
00ccd142-e1eb-437a-99f9-a6a3ce5f0288.png,0.0
243d83f3-e69d-45ab-9784-b6946abb9742.png,0.0
59ba4a22-99f4-4dd8-a1e1-c6af71c05bc8.png,6.0
a905c127-6617-45dd-9fce-071c84515fa9.png,6.0
3b5e8c93-d2ea-4780-a0d5-8892fc40615c.png,6.0
30768c5a-7055-4c89-ac7c-3c1801907914.png,6.0
69246f29-dfb8-45ad-9a60-56b9f19d91eb.png,6.0
76e4afe8-0b0d-45fc-81c3-11d6308a4abb.png,3.0
0b597ed4-8176-42c4-b4cc-b183b23658d8.png,5.0
de6a325a-6d98-4080-a580-d396f4ced2bb.png,6.0
c5255098-258e-47d4-a967-21f66475ce12.png,0.0
a01799e2-337e-441d-b947-12176be8f91e.png,0.0
9ce9957d-297b-4bf6-9d20-72e02db1d5ed.png,6.0
360638f6-4507-4c5d-8aeb-101b60fe0790.png,0.0
a9da9bac-b0cc-4db7-a980-e74c725af9f5.png,0.0
27255377-3890-4f59-885a-ff20d8e3cd86.png,6.0
75fb4d7c-2316-402e-8c01-ff9fe6fd741d.png,0.0
7ff62dba-188d-40c5-85a9-53b49fff4543.png,0.0
2181bc3c-bd43-44f0-b159-4cd895c94574.png,0.0
5e0af194-bd3e-447e-b74d-26f09de088f5.png,0.0
13c2ebfe-7a8d-4ca7-8ce9-510abef2b12a.png,0.0
af9cfcc1-aa8a-4770-ab80-751ed0bc5143.png,0.0
350a7970-0012-4fd0-a2a8-6b92385be075.png,4.0
b4bb49b1-4262-43d3-b63f-8143fd687bfa.png,0.0
1f2aefef-5e3c-4f5e-a9af-4047f28c7ff3.png,0.0
3f145b72-1998-4ad8-a2b4-a6c05472a263.png,0.0
f07d269b-1f5b-4732-beac-8eb609e17dfd.png,0.0
0ab57603-f1bb-4ed3-ad6f-150e832dd985.png,0.0
33949b36-e620-4f5c-8a78-21202938fdaa.png,5.0
a7e73dd7-8725-4680-9169-f44c59a457a8.png,5.0
6916b6c3-4ba0-4a2e-a247-d852739a8032.png,0.0
83788340-f846-4f80-9574-701a6e2fefd8.png,0.0
fff9f420-e957-404d-bf7a-c583c8a1462f.png,5.0
e813b315-a044-4b3a-8fce-377871a3eb03.png,5.0
94ad2960-e54d-4067-a85b-9015b5a256d9.png,0.0
c14d75d1-9010-472b-bed2-afcc000cca37.png,0.0
dd1f5bae-1187-4b8f-b075-fca2d22f1f35.png,0.0
bb990dc7-f6d8-4bf6-9ab5-89205fa3683c.png,0.0
81f6373b-2a06-409f-bf28-0ae7ee11112b.png,2.0
a9944bd4-6cff-469f-9e8d-9efd8146933b.png,6.0
f6b9ed60-5e02-4eb2-9f5b-642a3ce88e99.png,0.0
e3b6bd6d-eccd-408b-9842-e3b7a83364dc.png,1.0
a56f6c0b-8e20-4b32-a12d-10ed454f0741.png,0.0
e2adc788-d31d-4d89-bc57-d02d01fcdc2a.png,0.0
2ab34ead-fff9-4e5f-997d-33b64bb446a1.png,0.0
c1c83ae7-3c49-430b-b903-b248efedb828.png,4.0
c447f214-7969-4419-8d03-1085d20eeada.png,6.0
3b17990f-2ed9-4017-ad93-b7eb2ea27aea.png,4.0
e7a896cd-256e-4664-844c-85e39268201f.png,6.0
cbec885b-c2e1-4247-ab25-db7387f91298.png,3.0
d85beecf-17f2-47ab-932c-ff8cf2d29621.png,5.0
707fb435-4ce0-4969-b5ee-08f3a88a860d.png,0.0
132c9268-ffbc-40d5-9d28-1c2128edf3d8.png,0.0
98b62bfb-7a80-42dc-a63e-356a87562f52.png,5.0
92981d94-6828-4b3c-ab73-3239ca82057c.png,1.0
1f9f99c9-f79f-4f04-b0ae-7fcbd5efb561.png,1.0
8d62c86d-5af8-4e0b-9d41-5797b52f14d5.png,0.0
d8cd82f7-2e5a-492d-b20a-9aba5dddd9fc.png,2.0
61b5d85d-cae1-40d0-93cf-97380436e9fa.png,5.0
bc8fdd68-8ee4-42b3-8b61-4c5c6288ecb2.png,2.0
8e52296a-ac4f-4893-a559-0d2fe8a4172e.png,6.0
3eafcd8f-5cc8-4521-b55d-84871c089b59.png,0.0
6bcd280f-20bd-43d5-849d-b82e4f6ddc99.png,6.0
eab89346-9a02-4744-8d10-5b1ac84d31d7.png,3.0
9597c8b5-916d-434b-a399-743706e4f5e4.png,0.0
e937436e-ecf1-4e4c-bf3c-bb9a14013128.png,6.0
13e53d7c-ef3d-4633-a4ba-b35b2d3e931c.png,6.0
c9045112-0e27-491d-a936-f03f63db6ded.png,0.0
509ffacc-d332-4243-9622-bcd924de1518.png,0.0
ba5f8302-aad7-456f-ba3c-7121b0c862e0.png,0.0
1bb21a35-d855-4401-99d4-bee12c3f3d09.png,2.0
ffc2bf81-4676-47c5-a927-66e4e9996aa3.png,6.0
ccec9af8-fd4c-4fd4-98d0-fbc5551f0a79.png,6.0
b2fe5ec2-d652-438c-adbf-be5d116b067a.png,0.0
fce8b689-14a5-47c6-857b-2cb4a716c4e1.png,0.0
db16da4b-6285-4a12-b9eb-2d77e1634c6d.png,5.0
b6dfe4f5-be4d-42cc-aac5-270738234b38.png,5.0
639555ce-abb3-485a-9ab0-0ec42145bc4a.png,5.0
2183ece7-45d3-4c0d-ac2e-045ad9d5b32b.png,5.0
b227b5de-a85a-4dff-925a-9817dc05a5d1.png,6.0
e412ddc6-63a8-4642-87f3-44b9a6a0bc61.png,0.0
445d0687-9e93-4603-ae2d-d2280f41ebcf.png,6.0
5cf69367-a218-49e0-a127-e16d07d04f5c.png,6.0
a4f0ada3-b159-4a2d-bacf-16eba79246cc.png,0.0
be95766d-f042-4de0-be4a-39643be0decf.png,4.0
074af43b-e316-4a35-b2dd-28e5f7c18912.png,0.0
2d31ea7a-9ab5-464c-abfc-3585f67e3cd0.png,3.0
a815182e-d1cf-4353-a60d-01ea788ccbea.png,0.0
0a59b81c-96c0-47fe-a488-f849f744ebcb.png,3.0
82e49998-3552-4612-a36d-e6c5988000eb.png,4.0
127b906a-ee87-4cd7-bc9d-7cdedaee9b01.png,0.0
edc85740-e54e-4094-8553-717692a0fc9a.png,0.0
4363fa48-b29c-4f40-8ca0-0b1590021a8e.png,6.0
0e0fc9a7-ce8e-4683-958b-787be894d64a.png,0.0
d5997596-85f3-4caf-aee4-98fb7ca36430.png,0.0
f8039d36-82d0-4b9d-9537-0200a850e032.png,5.0
e1851b36-9aa5-4d8e-903f-09488927ea84.png,5.0
57859477-9881-4274-a3e2-dd7cab5101da.png,5.0
cc6fbcb4-7fc4-4c24-afac-796dfd5fc56b.png,5.0
a8ce46bb-de9f-4d43-bd1f-eabd73bb5160.png,6.0
b8e49bce-d3a5-4f79-bca0-15ae0cf8f3a8.png,3.0
8f4d7049-e01f-4a79-b714-a2b91fc5cc8e.png,3.0
659494e0-775c-4c13-a9c4-18ac060192cc.png,2.0
fbedbbd5-831d-4d7a-8c96-fc6478ed4c5d.png,4.0
02022bac-883e-4bcc-bb19-099be8f49ae9.png,4.0
0df789d0-cce2-4b39-8ba9-3b700bad48cc.png,0.0
fc85f15e-38b1-49dd-b89c-c16c05a5828a.png,0.0
c81e55f9-ccd0-4e52-8f40-88b7c13252b6.png,6.0
2b78dacb-4f84-40ed-89b3-c85d516212a5.png,0.0
3429e963-b57b-4969-873f-55407f5c45b5.png,0.0
89659c3d-daf1-441d-a007-7364c68c64fd.png,0.0
f32d18ba-8d79-4ca9-93b3-c5ca8c87b8d3.png,0.0
b2b73f7e-4ea3-44b6-aaeb-6d36155fd1ee.png,0.0
786be4c7-32fb-4d03-8346-0f6a1031be42.png,5.0
a00158f9-a173-48be-a7cc-9f9d71082b97.png,5.0
3d57392f-252a-4e7f-a917-054a9cbee7ff.png,5.0
b9774815-0934-49ca-ad5e-034e44202857.png,3.0
5876e054-75ad-40ee-9434-df9bcca20531.png,6.0
ced95d10-dc09-4409-8403-cce39d4aa203.png,2.0
793a98c8-a344-47cc-8ded-a24297e71b1d.png,6.0
69660909-bbfd-4c90-9506-ef785398cb76.png,5.0
d52e0da9-32d4-409c-a2ab-4b4bbb522b9b.png,1.0
ebd0ef39-8a0a-4c83-88f9-d9ab072c73a8.png,0.0
a03e3f07-1819-486f-be31-c67756eb106a.png,0.0
8819ade9-5f65-42f9-baf3-ce1201e25dc0.png,0.0
c84dd584-e168-47b9-917b-a5486cb97838.png,5.0
1360cdec-0bfb-4bac-bc5c-49d8ccb80408.png,1.0
bc9b22ed-09f0-4daf-b4b2-ddefb78b6c81.png,5.0
82cc89fe-6ed2-4b74-a0ae-330ec190cbb2.png,4.0
01dec383-9282-46d6-987b-c850cb421b89.png,0.0
21fccce3-dfe6-466b-bd26-7e393eccf851.png,0.0
27bbe67c-1549-4c23-a82b-a64e1b45419b.png,0.0
5d733b51-ec8a-4745-bfdd-5d18a9c03ae6.png,2.0
92deba9e-dc87-498d-82fe-0e6a31664e62.png,2.0
