image,source
d9d774de-0e21-4564-bf06-a8bc65964e9a.png,0.0
fcb67d26-aba0-416c-bd1d-864b268c677f.png,0.0
da25653f-056a-44c2-953e-fb98f996bc5f.png,5.0
445a55f4-f7d5-4ee7-8824-38fe71fbeb8d.png,5.0
6b1b4077-916c-4100-8b96-46df86aea37f.png,5.0
3ec98b07-6a3a-4873-ad94-44f146c0fd5f.png,3.0
099ff369-e63f-48d1-bdaf-749372b85151.png,6.0
656ebb03-9476-45ba-85f5-0d4f4a153b83.png,0.0
4e04c45f-d79f-4073-8efe-7492348cfe37.png,0.0
951a8cb8-e04b-41a9-aa48-c01659756098.png,0.0
3f792fea-12f5-420a-8d34-363ac566926f.png,0.0
4b8677e3-f7ba-45f0-9a07-e0af984e42e4.png,0.0
86585405-d65a-4a96-a093-d31ea6aed5f8.png,0.0
f0ff5fe2-767c-4b4b-ba55-7d5b01811906.png,0.0
a54dac48-9931-4329-8040-cddac8126f5a.png,0.0
c7b74aa2-d96e-463c-ab3a-95b53ab6c2f8.png,1.0
2875a54d-1fa3-43c0-93c2-2acdeb393be5.png,0.0
4088a52b-53b1-44a7-812a-d600240ca0a1.png,6.0
79745cad-615e-43c8-86c6-e80818ea894f.png,2.0
667540b0-f725-46cb-9dbc-ff2adc8ca8de.png,0.0
9624f46e-864a-45ad-90df-3490d45cc353.png,6.0
ce2519e3-584c-4ad8-83f8-73db7fbb7bc9.png,3.0
0a15718c-3a88-481d-98b8-71c6c06d2df2.png,3.0
e6cab5cc-f38f-4936-a829-244413e24e01.png,6.0
7f2dcca7-89d5-4af8-a161-571b007dfac2.png,6.0
860c8a77-40e7-4e18-aaa7-e1c2c14e653b.png,0.0
fca11c2f-9f87-4b37-ad66-906436285d05.png,0.0
55a881fd-14d8-49a7-8849-57f188916a2a.png,6.0
aff1052d-ed85-4dca-99c4-a92b2aab552e.png,6.0
97b40099-0ad8-4443-a17c-e5c880616378.png,6.0
627924a4-c533-4988-bad1-62248e253804.png,6.0
d0d73531-120a-4ca8-af8c-025ec1ff24a4.png,6.0
cdb4ae45-ee75-4d86-94cb-c985735f3454.png,1.0
861170e0-5dde-456d-b5ff-b6c75993bb5c.png,6.0
de4f246c-cfea-4325-b6be-9c5235afb055.png,1.0
198c5b3c-0e6b-431a-af88-f8595f131887.png,2.0
85be1947-5371-4831-8877-56fa1fe975b0.png,6.0
4a6365f0-fe99-4632-9c07-a4749ddcdb65.png,6.0
3ff7099f-f3cd-4e96-bd90-e50903511dfd.png,0.0
b2590aa9-ce24-422a-95d4-64bbe74dfd08.png,0.0
78c67f65-cf6f-4c46-b627-c89e1baf4cba.png,0.0
e7cc04df-ca36-4b3e-8ad0-6dee93a2fa94.png,3.0
c1de5b31-d9be-4e57-b50a-34993f156f8a.png,0.0
19c769ba-93df-43ea-ac21-81c001b15e30.png,5.0
120ded52-f2b1-47e6-b0fb-a9951c2b8d18.png,0.0
cda66dfb-3b58-4d88-905b-996581742f3c.png,0.0
bfffb017-c7f0-4baf-b572-26be804ac446.png,0.0
72c66d7f-5483-4835-b5ea-616d99a70093.png,2.0
ff333275-16f9-4eb5-9517-e4de62452335.png,5.0
917a6d39-7b41-4568-a585-1933d5992ff7.png,5.0
5476de55-e146-47bd-a07c-495d7992dd74.png,0.0
b160742d-b35c-44e8-81db-36f6c483314e.png,0.0
b71dd9ea-4867-4c59-acb2-030e356ca2db.png,0.0
d14b77e7-1a78-4f4c-b2b4-89f669912d59.png,6.0
a75ac128-8728-474e-920f-376bf01e8c14.png,6.0
112c0af1-ab77-4f07-acad-7e058bb8bde4.png,0.0
440b5b56-236e-47c1-b733-b6b630a2f929.png,5.0
47d2697b-e623-4d32-b8e1-a395caf1bc68.png,5.0
0211c536-de22-4321-94ee-3a81052f8d1d.png,0.0
07e0c110-4f1d-40ae-9b54-4193d3de5cdc.png,1.0
9d8facae-f991-4865-8fc4-75ef84d53b98.png,0.0
f9a03b29-ba75-4faa-a82e-b63f31809613.png,0.0
34091214-0c1e-483d-8dbb-1584898ce040.png,0.0
3a78bdb6-39a9-4938-94ea-0c63747f3db1.png,0.0
085e47b8-78ba-48ed-9968-ca2aedfd3ab2.png,2.0
c6c6d331-0cc2-4c45-88af-5011a73dda62.png,6.0
3a66803d-1356-452b-b34a-cb9855fc7391.png,6.0
f6509796-32de-4375-93ab-f16ec686f237.png,6.0
c418ea2c-d5c6-4d9a-ba08-206431cd9aad.png,2.0
a1821258-037e-46c9-af9a-70f2dd8ab082.png,3.0
d53cff13-ced1-4608-86c4-abd220833780.png,0.0
ef3cbf2d-cb97-4930-a35e-b8d3096752cf.png,3.0
923318e9-235a-48b5-ac7f-10501e6144d2.png,0.0
1ab67021-130e-42b4-84d3-25ed8e86881f.png,5.0
daed77a3-5d29-4460-aaa1-2ae2d1c2151e.png,0.0
f7870d73-b54d-46e0-8bc8-be918137b349.png,0.0
9f458472-ce98-46b6-9620-eea6421b0526.png,2.0
3b3dc812-b336-4ac0-b3fe-21d13257d220.png,0.0
0156ad6f-b190-4ae7-9426-d097cdf141e3.png,1.0
a7065437-df95-4c1d-89ca-88c1886d4816.png,1.0
6c5b2c83-09b3-41a7-89c0-4541d8603724.png,1.0
c89d19d9-d758-4b9b-b1d4-1d4e651f484b.png,5.0
b54f821f-2f08-4cea-98bb-c995f24fe4fc.png,5.0
9e9cb9a9-df44-4e21-b439-1cc0069dd727.png,0.0
af3245e7-3fb2-4c9f-8a1d-ed25c85ad7ce.png,0.0
05fc3a3f-b098-43b6-8c50-45a27f9e9946.png,0.0
19e136b6-861e-47e8-ad28-dae63f9d370e.png,0.0
6b514ce0-8a3a-42c6-89a8-1f6c93f2ec4e.png,1.0
370cf78d-88af-4017-b42c-94cc206ea0c9.png,0.0
1d11bf6c-99dd-4965-99d5-c1db3b46533e.png,0.0
d42d106f-826a-4029-9fb8-a91b3e93b825.png,0.0
59ebbcd8-c6c6-434c-b02a-19db22788b7e.png,0.0
782eb532-8249-4ba9-b3da-f6f1e9c1a1ac.png,2.0
705faf9f-dfa3-4f36-bf67-5fb7162e7cea.png,0.0
de498586-6aaa-478c-8921-6689c7e52971.png,0.0
3c57a98a-979a-48a7-8765-eef81ea18478.png,5.0
323a55b4-6441-42c8-b74c-721e7323452f.png,0.0
488db7a9-67bb-4235-b8dc-9c3718f25c10.png,0.0
bd3cb800-3b00-4025-9697-5938e8dfcf66.png,0.0
0739e814-ed92-4a2e-a10f-980c0606f675.png,6.0
3d6172a3-da00-4c3e-8707-780a16e1ef44.png,0.0
8f25dca6-a581-46e9-a3a3-cccbd4af0616.png,0.0
584eb7f9-2806-459d-9972-cbca65bf4e9f.png,3.0
69818480-09bf-4ec8-9478-7be12ca7d750.png,4.0
9f1e0066-3e9a-4072-a924-d987f044db62.png,6.0
39b2885f-5186-4d1c-8f59-a6c1b970155d.png,0.0
5fa83e9c-d31b-40b1-a709-18fda012ba00.png,0.0
79e0c515-76f3-439d-89e1-56bd853dc889.png,6.0
b7c3f2a1-103a-474e-a5bb-5bf46c45d0d1.png,6.0
c9c9eedc-548b-40c5-a5ab-46e2d6893f67.png,6.0
5c7876da-2efb-4ca0-b766-df7f4bd29ab6.png,4.0
6e71ea15-906a-4225-a869-b5fa731d9d72.png,4.0
bf385248-9725-4050-919c-cc21440e19db.png,5.0
20100e8f-b69c-4ebe-b5f2-9b2de554c57f.png,5.0
a07282ae-0397-401c-ac81-167befdde289.png,0.0
b3ca112e-56a3-4951-90e8-f1e0a3967065.png,0.0
e50c7a84-7a55-4c02-a1e9-efce82ef38a5.png,0.0
3902b7e5-789e-4434-95a9-1b6c5cd068fb.png,0.0
aded86c8-4b64-4eb9-8afe-c4ba40ea5237.png,0.0
c604a754-9dc0-43d3-9458-67ddd96e049f.png,2.0
d045a6df-c0cc-48d5-9413-063243914628.png,6.0
7a16973e-b621-4884-b2f9-11eee5513874.png,6.0
6ecb46fc-750e-45e5-845b-e26169a2c922.png,1.0
4802283f-edb2-478d-9e9d-20278fe9c148.png,0.0
6b5beff1-43ad-4ea7-b539-bb231e654ba5.png,0.0
1a5e1c29-80f6-465c-9891-740b8d409ede.png,0.0
acdd26ec-9e16-47e7-b388-e7d295e74d6e.png,0.0
cd87d6d4-f792-4b1d-88c6-5546a526224b.png,5.0
ac14d0a2-bc48-43e4-adc1-ebfed1ff9133.png,0.0
390cc819-fe22-40fe-a873-4c2e2e21a5f5.png,0.0
5a25a2a9-3782-4bab-ab1d-f1438bbd1b85.png,0.0
469e3c6e-69f0-4b30-889e-87afcbba4348.png,5.0
175bb9e1-ade2-46ed-96e0-8b16abb47046.png,0.0
56da41e6-e374-4870-bd50-4960f41cddc4.png,1.0
113b42ba-f0da-4f0e-b7ef-d41d6e3b3261.png,3.0
ffa03f63-a0c5-4717-a424-33838c36d797.png,5.0
cfa8a0d1-e48a-4096-9922-75f6f2003702.png,2.0
a81beaae-ee4b-4c97-b408-17f49cb02efd.png,2.0
ac073af6-2bd6-43f0-8886-d00cb584a703.png,0.0
b7a89062-dbb4-4d06-9013-4eba12e6d241.png,5.0
eac31a98-1a4c-474b-992f-6435ee1f0135.png,0.0
e1d139fe-d65c-42fe-bac4-a2f02b881b19.png,0.0
0e8bb859-5cd4-425e-9034-b26f1abaa1d7.png,0.0
f4afc569-3c35-4cf8-b82f-9481f4eb4cc9.png,5.0
3345b126-0a39-4c40-a9eb-3ac816b0cf38.png,0.0
f356dd2a-c616-4fef-b933-c6a37e40ac11.png,0.0
9d98081c-3a19-4512-993c-756f65950614.png,0.0
f1f59d97-fbc1-4578-a5e6-3e56e538307e.png,0.0
f25ed0f4-64d2-4061-9cfb-a9e0cbf7b00f.png,0.0
67ac1e72-0eda-49e1-bb3f-d7bdedf3212b.png,0.0
07efee85-90cb-4854-85ea-5ee260ecca60.png,1.0
5111cfcb-8bae-4759-934f-ba457745a87d.png,0.0
644f5583-ef56-41aa-a1e4-a61432f57691.png,4.0
fd8efae6-5ebe-4ec7-bc8a-1facde6ed990.png,0.0
1735b2db-c456-494d-9296-2f41456c8c04.png,6.0
1cff6106-a98a-4fad-ac0f-93b9ec1e65e6.png,6.0
a3027871-dba2-4ca2-a521-a918d3bf5c11.png,5.0
3a01fbeb-3011-410d-a223-f16d746a499e.png,5.0
4e464176-897c-4281-90c6-7a23111ced29.png,1.0
fc41eb37-c8fd-4903-b9cf-bd210adfc743.png,0.0
bde2855c-fb01-4c44-9d07-b8250b7a943b.png,0.0
c8dff0cd-fccb-4ec2-adb6-623cc6dee365.png,0.0
ab5ee4dd-33ad-400a-aea4-8973d37f06f9.png,0.0
7ced8bdc-02a8-4683-9d82-ec19920c768e.png,0.0
99b86f27-0fcb-4fe1-b097-adc6cf306a6d.png,0.0
d28bb785-e2e9-4ed2-ae42-dde8e24b778c.png,6.0
48a9498a-2c22-4ae5-8989-4adc90938558.png,4.0
ce7975f3-875c-4f50-b2b3-471f6cb9fe1c.png,0.0
e3e67168-f44d-4b05-8123-ed103d00ffe4.png,0.0
2c8e48cc-b90a-474d-93fd-a82728e03577.png,6.0
1fe9ac0c-ec18-4c7f-b083-9ad53c76fa6d.png,5.0
0c2a1a8f-439f-483a-b7a7-2666acc25ad8.png,0.0
bfefe5e6-65f0-4164-9040-8a2e4a66d48a.png,0.0
a8bd947d-f015-4b36-b91c-1c13d73e363c.png,0.0
e1ff6499-c6a8-4a17-9484-dce5ad953e2a.png,4.0
f683a463-2071-4603-ad17-ef9c11a70725.png,1.0
a922c978-6f1b-4889-a00c-c39f93905738.png,1.0
0937eab1-8cfb-43df-b8d2-723751766f62.png,6.0
2ffa852a-b145-4c7c-a8cd-3776f7201803.png,0.0
a513fc1a-e0cc-4a81-82ea-51498fa91173.png,0.0
3462305b-19b2-46a7-bdd1-11e3532fe90d.png,1.0
0c786ef6-8147-4e6f-99c7-4b2fd5f61666.png,6.0
b094473e-eacb-4217-b8e2-bd248be56562.png,5.0
f37ebe24-e42a-43c4-90c6-1f3631287a02.png,5.0
ed8c7893-fbcb-4406-9d96-a4ef0ff22af4.png,5.0
fc80aa49-6fe5-44f5-a029-17bb7a8361e1.png,1.0
aa36f63d-16bd-4231-82e4-7e035d94e096.png,6.0
29af5841-dbe7-471d-9ff8-0f300174d755.png,1.0
e98f0501-f30f-4c91-ae97-47862b74316e.png,0.0
6fc648b1-c5e6-49c1-a530-49be384a6973.png,6.0
400f03a5-83bc-49df-9f50-a6d711512b0b.png,6.0
3ffdee3a-2316-41b5-930d-a37c16ee8305.png,0.0
0e9e83c5-5013-43f5-bde2-c4b2d1da17bd.png,0.0
f35264b2-b028-41e0-962a-759c8e526970.png,0.0
3b58a583-5386-4573-b79b-4e989438dad9.png,3.0
4a496e73-e440-42b6-803c-7de47c81b091.png,3.0
9a4bcd90-3fcb-464b-81a8-6f91548997e0.png,1.0
b21bbfbf-471f-49fc-8c75-69758640fb65.png,5.0
6ac54414-1623-40a5-ae08-2b3474d8c52e.png,5.0
9a4f7ccc-a210-494b-9e19-ddf005e900ec.png,0.0
3c6f0f6d-7097-481a-ac60-7d9488db17a7.png,6.0
330a459a-b5fb-437a-926c-9a9219432e60.png,0.0
90464a06-a265-4351-9cae-e40e4ca60281.png,0.0
1dd45353-53bc-447b-8250-e95e74c86d4b.png,5.0
155f859c-b16f-4ba9-98c0-5fdc54dda59e.png,5.0
3cb02cde-1fc6-483d-8b6c-f1fcf8f07e2f.png,5.0
c2e7df56-402f-4c42-84da-dca29be3a126.png,5.0
7e7cc0e6-e900-4456-903d-816b31756090.png,5.0
0afa5b21-a549-4096-9a79-d2ec5917c7d4.png,5.0
282df181-7137-475f-83ac-1d79c804351f.png,5.0
3f826b63-f239-4215-8f75-e7527b2110c7.png,5.0
36e3e69a-2b6a-4a3b-ad8e-9ba29c9095a1.png,6.0
e6376d0f-4f34-4b74-ab4f-dab96d1611bc.png,6.0
1735d993-2ed3-41f1-b36e-7f86c0d65f4e.png,4.0
21ae5bf6-d203-4a0d-835c-aea647dc2812.png,2.0
08cb820c-23a8-4272-8ee0-48cf01e08487.png,0.0
332f578e-7b8e-435b-b15f-ffd8e0adb91c.png,0.0
23eba3ba-0b74-427c-8a04-5008421bc849.png,0.0
29591053-2d4b-4856-86ef-174fc692db64.png,2.0
